machine_id,machine_id_encoded,timestamp,operating_speed_rpm,load_percentage,temperature_celsius,rms,peak_to_peak,kurtosis,skewness,crest_factor,spectral_centroid,spectral_bandwidth,spectral_rolloff,dominant_frequency,frequency_rms,entropy,impulse_factor,clearance_factor,band_energy_1_5kHz,snr_estimated,fault_class,fault_present
CAT-DZ-001,4,2025-01-04 11:39:00,1864.8,86.2,98.8,1.164111,11.177591,-0.511721,-0.212502,5.171758,2083.0647,1532.124,2426.7578,31.7383,74.489255,3.258065,6.10575,6.89495,2772744.5808,-24.1591,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 11:41:00,1868.3,88.9,97.2,1.12234,7.590676,-0.44076,0.185257,3.741308,2028.4783,1630.9644,3437.5,31.7383,71.818775,3.632912,4.536431,5.23934,2719185.9029,-23.8082,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 11:44:00,1853.9,91.2,96.0,0.838217,6.171612,-0.198666,-0.066445,3.832182,2019.5294,1527.3125,2600.0977,31.7383,53.636694,3.569538,4.71284,5.485653,2195822.7575,-24.2051,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 11:46:00,1835.4,91.9,98.2,0.937697,9.836019,0.542505,-0.101807,6.094442,2281.7842,1550.8509,3459.4727,31.7383,60.006034,3.213966,7.748774,9.197399,3737558.5166,-25.6933,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 11:49:00,1927.8,89.2,92.7,0.624853,3.598445,-0.816209,0.336298,3.368888,1757.8992,1628.1299,158.6914,31.7383,39.982441,3.736801,4.042371,4.677974,176820.602,-23.2036,normal,0
CAT-DZ-001,4,2025-01-04 11:51:00,1977.8,87.2,87.4,0.562959,3.14507,-0.925101,0.295442,2.835044,1725.4211,1618.6735,134.2773,34.1797,36.020632,3.751551,3.279372,3.654574,136316.4139,-22.9952,normal,0
CAT-DZ-001,4,2025-01-04 11:54:00,2024.5,84.5,82.7,0.576719,3.461141,-0.695074,-0.321186,3.256759,1801.6752,1632.2998,168.457,34.1797,36.901456,3.723021,3.86277,4.386295,137382.8803,-22.8735,normal,0
CAT-DZ-001,4,2025-01-04 11:57:00,2056.2,82.6,80.4,0.52418,2.558618,-0.660374,-0.25758,2.64324,1924.6006,1625.3248,170.8984,34.1797,33.539683,3.945586,3.209931,3.731523,110635.3731,-22.4806,normal,0
CAT-DZ-001,4,2025-01-04 11:58:00,2106.6,79.4,79.6,0.956094,6.161137,-0.68258,-0.151141,3.658351,1770.7619,1635.3658,104.9805,34.1797,61.181539,3.631686,4.409611,5.096873,364487.984,-22.7015,normal,0
CAT-DZ-001,4,2025-01-04 12:01:00,2116.5,78.3,77.8,0.383864,2.085595,-0.670187,-0.186361,2.731071,1659.09,1621.3268,212.4023,34.1797,24.5703,3.843035,3.246443,3.688373,53156.8716,-22.2782,normal,0
CAT-DZ-001,4,2025-01-04 12:02:00,2131.4,75.7,77.1,0.446184,3.111339,-0.710561,0.079486,4.470751,1681.6226,1619.0063,214.8438,36.6211,28.551309,3.596545,5.32632,6.092669,75837.385,-22.7379,normal,0
CAT-DZ-001,4,2025-01-04 12:04:00,2182.6,74.1,76.5,0.867229,4.418685,-0.870027,0.320091,2.718634,1855.7356,1627.5996,73.2422,36.6211,55.490013,3.849826,3.257107,3.77134,230423.7038,-21.5937,normal,0
CAT-DZ-001,4,2025-01-04 12:08:00,2199.3,74.1,74.8,0.76469,4.654092,-0.319818,-0.513574,3.440472,1860.2176,1620.824,146.4844,36.6211,48.928614,3.660684,4.383582,5.31842,190409.9318,-21.7001,normal,0
CAT-DZ-001,4,2025-01-04 12:12:00,2205.8,70.3,74.7,0.793145,4.052841,-0.601289,0.410094,2.892806,1945.8635,1610.4627,73.2422,36.6211,50.749089,3.853969,3.525536,4.091965,177195.6175,-21.0131,normal,0
CAT-DZ-001,4,2025-01-04 12:13:00,2218.5,74.7,75.1,0.679047,3.673533,-0.333507,0.167634,2.715721,1599.577,1618.7729,148.9258,73.2422,43.448567,3.841614,3.40992,4.050753,105655.6231,-20.2156,normal,0
CAT-DZ-001,4,2025-01-04 12:15:00,2257.1,74.7,76.5,0.675756,3.778066,-0.446472,-0.627321,2.918645,1581.3997,1628.549,114.7461,36.6211,43.246781,3.720872,3.487667,3.941709,104217.0808,-20.2774,normal,0
CAT-DZ-001,4,2025-01-04 12:18:00,2304.4,76.2,77.0,0.915071,4.685493,-0.965326,-0.220076,2.761363,1585.3774,1620.4337,73.2422,39.0625,58.551625,3.841031,3.286727,3.793974,146464.9872,-19.2426,normal,0
CAT-DZ-001,4,2025-01-04 12:19:00,2307.4,76.8,78.4,0.603969,2.888453,-1.050078,0.164995,2.638254,1566.3331,1616.1486,153.8086,39.0625,38.647955,3.905221,3.045544,3.417117,72448.1606,-19.7893,normal,0
CAT-DZ-001,4,2025-01-04 12:22:00,2320.1,75.1,78.5,0.598657,3.286601,-0.241771,-0.1274,2.811076,1589.3066,1627.19,153.8086,78.125,38.304829,3.831312,3.513259,4.1378,75526.7264,-19.6963,normal,0
CAT-DZ-001,4,2025-01-04 12:25:00,2323.3,73.2,81.4,0.733112,3.280368,-1.082954,0.208626,2.290568,1604.5606,1625.1422,78.125,39.0625,46.909778,3.948244,2.629292,2.919711,98045.3235,-19.3265,normal,0
CAT-DZ-001,4,2025-01-04 12:26:00,2329.1,73.9,78.9,0.664649,3.396035,-0.954389,0.166082,2.818556,1619.2052,1612.3624,114.7461,39.0625,42.528224,3.854035,3.321674,3.77614,80498.8255,-19.2982,normal,0
CAT-DZ-001,4,2025-01-04 12:30:00,2326.1,70.8,79.3,0.811469,4.967056,-1.36088,-0.0617,3.31667,1607.841,1627.5841,117.1875,39.0625,51.921862,3.555789,3.703661,4.05505,126617.9793,-19.5337,normal,0
CAT-DZ-001,4,2025-01-04 12:33:00,2302.0,71.9,76.0,0.686691,3.991348,0.123182,-0.560135,3.034977,1564.1484,1627.41,124.5117,39.0625,43.938765,3.747423,3.914436,4.71606,89276.3387,-19.659,normal,0
CAT-DZ-001,4,2025-01-04 12:34:00,2305.4,72.3,76.1,0.532134,2.528851,0.069775,0.963475,2.985764,1476.4146,1604.9865,117.1875,39.0625,34.048248,3.815326,3.726611,4.347479,51568.1679,-19.2007,normal,0
CAT-DZ-001,4,2025-01-04 12:35:00,2306.7,69.1,77.0,0.414659,1.928187,-0.831316,-0.185685,2.514832,1476.1581,1599.558,190.4297,39.0625,26.531834,3.982568,2.988987,3.415113,36761.2727,-20.1123,normal,0
CAT-DZ-001,4,2025-01-04 12:37:00,2299.8,65.3,76.0,0.701903,4.744375,-0.51848,-0.464926,3.538329,1586.4772,1613.5596,114.7461,39.0625,44.910963,3.579839,4.335388,5.068441,116143.2668,-20.6984,normal,0
CAT-DZ-001,4,2025-01-04 12:40:00,2300.2,66.4,76.2,0.678765,3.490346,-0.575459,0.408892,2.666695,1405.3524,1578.7181,114.7461,39.0625,43.433804,3.862961,3.261698,3.810241,79805.2504,-19.3581,normal,0
CAT-DZ-001,4,2025-01-04 12:41:00,2290.5,69.9,75.8,0.524103,3.267653,0.076733,0.492188,3.307082,1468.1985,1605.9617,190.4297,75.6836,33.535245,3.697406,4.169956,4.927797,53532.208,-19.6108,normal,0
CAT-DZ-001,4,2025-01-04 12:44:00,2173.7,64.0,74.3,0.919039,6.627643,-0.661162,-0.057508,4.339789,2142.0942,1721.535,510.2539,36.6211,58.804299,3.555992,5.151347,5.853128,1041699.9402,-19.4151,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:46:00,2070.5,61.7,71.0,0.636616,5.017924,-0.069822,-0.487526,4.48057,1874.8462,1706.6553,3808.5938,34.1797,40.7355,3.463898,5.566482,6.52077,676955.3808,-19.4033,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:49:00,1979.4,63.2,70.6,0.63925,4.650542,-0.128323,0.104235,3.936305,2164.5177,1866.017,4562.9883,34.1797,40.903811,3.582432,4.872106,5.688359,930800.8969,-20.5521,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:52:00,1911.1,61.8,69.9,0.567543,4.936088,0.140314,0.007706,5.245024,2005.48,1479.3125,2509.7656,31.7383,36.313959,3.397871,6.489293,7.524766,1260420.7083,-21.184,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:53:00,1836.6,56.3,70.2,0.788483,6.608812,-0.316637,-0.161939,4.29027,2036.3436,1637.0301,3537.5977,31.7383,50.462987,3.405725,5.120823,5.774512,1585178.9581,-20.9049,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:56:00,1800.0,56.5,70.1,0.835864,4.571838,-0.397065,0.441475,3.100699,1802.2948,1679.2046,3188.4766,29.2969,53.487933,3.812705,3.728128,4.238412,931685.8345,-17.6649,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:57:00,1781.9,58.2,69.6,0.815639,6.055927,-0.537745,-0.282222,4.189558,2006.9906,1727.0107,3847.6562,29.2969,52.192348,3.51539,4.994244,5.682062,1126383.8313,-19.4301,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:58:00,1750.2,58.7,68.3,0.623337,6.532233,0.746407,-0.15024,6.214846,2102.1419,1428.8566,2529.2969,2341.3086,39.88503,3.196951,7.904339,9.342782,1787835.6821,-21.9071,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 12:59:00,1736.7,60.0,69.5,0.590131,4.369714,-0.063553,0.163491,3.80725,2339.2205,1767.6011,4228.5156,29.2969,37.759506,3.553336,4.682047,5.421432,1176151.1158,-21.3693,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:00:00,1709.9,58.6,70.5,0.755641,5.401309,-0.596184,0.270606,4.420882,1873.8782,1775.6923,4099.1211,29.2969,48.353027,3.546866,5.262925,5.999895,965143.9538,-18.8364,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:02:00,1677.7,58.0,73.4,0.887354,5.111058,-0.645758,-0.346069,3.369839,1699.9104,1613.7602,412.5977,29.2969,56.778987,3.764539,4.031392,4.619689,940993.3242,-18.6232,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:06:00,1647.8,54.6,69.4,0.59041,4.070001,0.029808,0.239277,3.696369,1810.2584,1516.0039,2553.7109,26.8555,37.777878,3.615972,4.693519,5.630099,1034567.9214,-20.0917,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:08:00,1628.8,57.4,71.7,0.593265,4.479062,0.637855,-0.250365,4.112184,2076.8155,1604.3238,3420.4102,53.7109,37.962291,3.533851,5.305054,6.346067,1152089.0825,-21.0755,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:11:00,1606.5,56.9,71.5,0.978364,7.932491,-0.319367,0.201768,4.199197,2013.6921,1511.9377,2719.7266,26.8555,62.600278,3.454231,5.135442,5.9657,1836622.117,-19.5105,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:13:00,1604.3,55.9,70.0,0.639655,5.961018,0.634191,0.049131,4.831374,2321.0691,1717.3993,4128.418,26.8555,40.928146,3.320656,6.310914,7.703492,1640574.2977,-21.3355,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:16:00,1620.5,53.0,67.9,0.960314,7.679305,-0.354059,-0.138576,5.078275,2078.5543,1528.7758,2932.1289,26.8555,61.448814,3.440358,6.068933,6.903364,2060600.4852,-20.2046,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:19:00,1625.6,54.0,66.5,0.636585,4.663064,-0.461129,0.230665,4.136677,1996.3539,1605.4974,3430.1758,26.8555,40.733545,3.532648,4.936745,5.615701,1010185.204,-19.9806,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:22:00,1602.7,53.7,64.6,0.643106,6.203675,0.54958,-0.010354,5.785184,2202.2359,1430.4174,2944.3359,26.8555,41.15046,3.285387,7.311004,8.568087,2049367.9617,-22.77,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:23:00,1620.2,52.0,65.7,0.881412,4.67058,-0.93196,-0.124625,2.76157,2096.7896,1700.133,3735.3516,26.8555,56.400627,3.836705,3.20367,3.583128,1113256.5369,-19.3695,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:26:00,1624.9,52.4,67.1,0.9092,6.72556,-0.28705,0.268631,3.922284,2454.408,1694.8985,4135.7422,26.8555,58.175117,3.521831,4.746164,5.438257,2133276.8303,-20.6696,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:29:00,1641.5,48.0,68.2,0.661439,4.564759,0.513127,-0.477494,3.864112,1900.53,1517.4637,2749.0234,53.7109,42.325394,3.591634,5.079836,6.215333,1636965.7609,-20.5487,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:33:00,1674.1,45.1,66.7,0.979591,8.271175,0.171334,0.222552,4.708676,2101.0176,1618.9458,3417.9688,26.8555,62.687644,3.420231,5.936897,7.066135,2517104.8576,-21.5126,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:34:00,1645.5,44.8,66.0,0.756051,6.702822,0.02857,-0.16451,5.836606,1993.9908,1580.3305,3020.0195,26.8555,48.377065,3.362455,7.168925,8.343391,1716716.829,-21.2282,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:38:00,1639.8,46.0,64.1,0.67383,6.868301,0.50962,0.274978,5.194043,1933.8524,1552.043,2878.418,26.8555,43.116532,3.224784,6.56059,7.723315,1605401.451,-20.7522,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:40:00,1620.5,45.1,63.6,0.749034,8.744345,0.928066,-0.045247,6.557384,2174.8608,1458.6148,2768.5547,2766.1133,47.926953,3.098394,8.476886,10.141395,2435661.3509,-21.7297,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:41:00,1623.4,45.1,63.9,0.688649,5.850785,0.528625,-0.016453,5.0075,2422.2756,1701.3432,4238.2812,4118.6523,44.063708,3.423304,6.47908,7.807284,2432763.8651,-21.0562,bearing_wear_severe,1
CAT-DZ-001,4,2025-01-04 13:44:00,1577.2,45.3,58.6,0.771943,4.546029,-0.852164,0.410317,4.060517,1484.1986,1613.4935,41.5039,26.8555,49.398096,3.619134,4.794625,5.465565,74020.5184,-17.7546,normal,0
CAT-DZ-001,4,2025-01-04 13:48:00,1529.0,47.3,59.0,0.813557,4.870404,-1.243018,0.260877,4.248933,1420.535,1621.496,75.6836,24.4141,52.103253,3.550435,4.795085,5.29193,75924.9122,-17.3968,normal,0
CAT-DZ-001,4,2025-01-04 13:51:00,1487.8,44.7,57.8,0.652054,3.925213,-0.752794,-0.062851,3.51812,1650.7828,1636.678,48.8281,24.4141,41.721921,3.648673,4.383209,5.290687,61830.4867,-18.2811,normal,0
CAT-DZ-001,4,2025-01-04 13:52:00,1437.0,47.7,56.4,0.694858,3.545329,-1.361653,0.097642,2.622868,1501.1163,1612.2668,48.8281,24.4141,44.462424,3.68481,2.926352,3.187243,57442.0997,-17.419,normal,0
CAT-DZ-001,4,2025-01-04 13:53:00,1431.4,46.6,55.5,0.566034,2.82835,-0.884855,0.095477,2.603621,1392.8151,1598.2845,95.2148,24.4141,36.234238,3.871536,3.025687,3.374729,38407.8204,-17.575,normal,0
CAT-DZ-001,4,2025-01-04 13:54:00,1428.8,47.7,53.8,0.567248,2.757339,-1.052697,-0.32244,2.640175,1373.4435,1599.4157,51.2695,24.4141,36.316467,3.842868,3.070104,3.474442,32373.013,-16.732,normal,0
CAT-DZ-001,4,2025-01-04 13:57:00,1434.5,44.9,52.1,0.614421,3.626391,-0.142433,-0.536808,3.533586,1544.8595,1627.948,80.5664,24.4141,39.313402,3.660707,4.631444,5.789649,62840.1976,-18.896,normal,0
CAT-DZ-001,4,2025-01-04 13:58:00,1405.8,43.3,54.6,0.437169,1.925603,-0.92702,0.347238,2.217513,1279.3825,1579.1832,70.8008,46.3867,27.984881,3.957936,2.603614,2.953982,20873.0529,-17.103,normal,0
CAT-DZ-001,4,2025-01-04 14:00:00,1388.3,41.9,54.1,0.657381,2.999404,-0.871198,0.350321,2.350436,1353.1317,1604.1785,46.3867,21.9727,42.095073,3.893762,2.751348,3.099933,43319.8344,-16.6159,normal,0
CAT-DZ-001,4,2025-01-04 14:03:00,1373.9,42.2,56.2,0.383021,2.377002,-0.719643,-0.37021,3.60648,1423.8493,1591.3679,114.7461,21.9727,24.51959,3.673542,4.302499,4.907109,20219.863,-18.1162,normal,0
CAT-DZ-001,4,2025-01-04 14:07:00,1357.9,40.4,56.8,0.773621,3.240829,-1.148283,-0.339079,2.323942,1447.8648,1600.8315,26.8555,21.9727,49.499927,3.93467,2.609854,2.830738,62801.183,-17.3626,normal,0
CAT-DZ-001,4,2025-01-04 14:09:00,1370.4,41.5,55.7,0.630209,4.372982,-0.771418,-0.064588,4.59844,1508.5519,1630.7509,46.3867,21.9727,40.329467,3.522352,5.597236,6.58516,59289.0869,-18.4851,normal,0
CAT-DZ-001,4,2025-01-04 14:10:00,1357.9,42.7,56.4,0.730988,3.226914,-0.375121,0.839315,2.706131,1389.5088,1594.5883,68.3594,21.9727,46.788587,3.849999,3.321332,3.851943,63998.7889,-17.7411,normal,0
CAT-DZ-001,4,2025-01-04 14:12:00,1338.6,44.5,52.8,0.731719,3.303595,-1.097264,0.093967,2.346757,1605.2858,1643.9018,43.9453,21.9727,46.818911,3.948037,2.7156,3.05369,71666.2827,-18.0873,normal,0
CAT-DZ-001,4,2025-01-04 14:15:00,1326.3,46.0,57.4,0.701452,2.982251,-1.16427,-0.06924,2.285715,1643.0523,1621.7208,43.9453,21.9727,44.882174,3.927961,2.590059,2.838458,51803.4703,-16.7497,normal,0
CAT-DZ-001,4,2025-01-04 14:19:00,1323.1,48.2,55.9,0.745794,3.51123,-0.911539,-0.42108,2.384176,1780.9203,1649.0833,43.9453,21.9727,47.723039,3.87382,2.804689,3.179715,89394.9571,-18.487,normal,0
CAT-DZ-001,4,2025-01-04 14:22:00,1332.0,47.4,56.3,0.585834,2.895502,-0.369302,-0.596249,2.700375,1595.4653,1632.0433,46.3867,21.9727,37.486857,3.863147,3.298549,3.804033,53676.2324,-18.5198,normal,0
CAT-DZ-001,4,2025-01-04 14:24:00,1321.2,46.5,59.3,0.751526,4.004483,-0.631078,0.566933,3.046925,1758.447,1638.2005,65.918,21.9727,48.086507,3.721561,3.738009,4.40032,80662.7303,-18.2039,normal,0
CAT-DZ-001,4,2025-01-04 14:25:00,1355.6,45.0,60.8,0.752,3.282149,-0.974402,0.143775,2.479863,1345.9016,1602.9258,68.3594,21.9727,48.123436,3.991777,2.886666,3.23269,55684.7445,-16.7049,normal,0
CAT-DZ-001,4,2025-01-04 14:28:00,1376.7,44.5,57.8,0.664667,4.468804,-0.717824,0.513127,4.796597,1550.2913,1634.3518,46.3867,21.9727,42.53305,3.515266,5.565659,6.178494,80098.8336,-19.615,normal,0
CAT-DZ-001,4,2025-01-04 14:31:00,1368.6,44.6,56.3,0.320827,1.609432,-0.631097,-0.096804,2.574563,1473.2486,1620.7681,90.332,21.9727,20.530574,3.930339,3.142978,3.669503,16297.3289,-18.8297,normal,0
CAT-DZ-001,4,2025-01-04 14:35:00,1364.6,45.5,55.4,0.68327,2.555783,-1.43854,-0.13282,1.9935,1455.5823,1613.1882,68.3594,21.9727,43.736409,3.994267,2.190764,2.348834,61087.8223,-18.2285,normal,0
CAT-DZ-001,4,2025-01-04 14:36:00,1357.8,43.7,57.8,0.419786,2.580891,-0.212013,-0.799022,3.137541,1569.4343,1632.0851,90.332,21.9727,26.861104,3.59502,3.845366,4.443575,31948.7173,-19.1982,normal,0
CAT-DZ-001,4,2025-01-04 14:38:00,1340.8,44.3,61.6,0.516298,2.557221,0.866985,-1.261755,3.037226,1407.4606,1608.8199,90.332,21.9727,33.035122,3.685965,4.017976,4.840824,31555.4768,-17.2436,normal,0
CAT-DZ-001,4,2025-01-04 14:39:00,1355.3,46.2,60.7,0.478981,2.8703,-0.727636,-0.260042,3.670008,1454.9976,1620.406,92.7734,21.9727,30.656448,3.713149,4.350966,4.95406,37419.0129,-18.6691,normal,0
CAT-DZ-001,4,2025-01-04 14:40:00,1369.7,44.6,60.2,0.848177,6.03904,-1.020184,0.172236,5.084342,1479.1141,1627.3942,46.3867,21.9727,54.310436,3.422693,5.740182,6.244281,97853.2677,-17.9917,normal,0
CAT-DZ-001,4,2025-01-04 14:41:00,1365.4,43.2,60.8,0.477757,2.242426,-0.561359,0.359535,2.553537,1505.0965,1631.9452,68.3594,21.9727,30.585392,3.944932,3.150859,3.723917,35712.4575,-18.4902,normal,0
CAT-DZ-001,4,2025-01-04 14:43:00,1553.9,45.4,71.7,0.617732,3.555969,-0.830485,-0.081801,2.994701,1688.7345,1566.2041,458.9844,51.2695,39.527843,3.776763,3.522338,3.983342,420957.1196,-20.5501,combined_fault,1
CAT-DZ-001,4,2025-01-04 14:47:00,1709.7,51.3,79.9,1.199397,6.740331,-0.335708,0.397744,2.925585,1725.6099,1613.9502,58.5938,29.2969,76.74602,3.737446,3.764526,4.619375,688364.9571,-20.6691,combined_fault,1
CAT-DZ-001,4,2025-01-04 14:50:00,1835.4,60.3,85.7,0.690337,3.840616,-0.750027,0.312061,3.431849,1836.6173,1645.665,153.8086,61.0352,44.171896,3.793245,4.087632,4.672935,312671.642,-22.4059,combined_fault,1
CAT-DZ-001,4,2025-01-04 14:54:00,1935.9,65.9,96.1,1.509886,10.035011,-0.784175,0.458384,3.661983,1940.8886,1591.1118,65.918,31.7383,96.612195,3.560256,4.270743,4.782113,1770712.133,-23.0814,combined_fault,1
CAT-DZ-001,4,2025-01-04 14:56:00,2018.1,64.3,99.5,0.947477,7.136974,-0.786004,-0.219713,4.873855,1984.4628,1714.8425,202.6367,34.1797,60.636453,3.489004,5.706823,6.436624,877595.5004,-23.28,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:00:00,2114.6,68.0,106.2,1.15627,6.420971,-0.753193,-0.091554,2.849072,2023.6665,1640.368,107.4219,70.8008,73.986279,3.820881,3.39745,3.885687,976620.0763,-23.4132,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:04:00,2175.3,66.9,111.3,1.894146,10.056053,-0.852719,0.332424,2.783108,1954.5734,1612.2948,107.4219,36.6211,121.214024,3.791539,3.254279,3.656157,2047791.1589,-23.8474,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:08:00,2213.5,68.9,112.0,1.391228,8.926707,-0.85718,0.416409,3.469216,2170.6249,1610.147,117.1875,36.6211,89.016978,3.590973,4.085562,4.631678,1918102.1518,-24.3231,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:10:00,2222.6,73.2,114.5,1.067587,7.25023,-0.789806,0.011941,4.118922,1991.0433,1580.4203,1853.0273,36.6211,68.309082,3.617464,4.872335,5.546148,1576580.1746,-24.6823,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:11:00,2261.7,70.3,119.9,0.99448,6.302301,-0.229457,0.314655,3.201906,2068.9336,1613.7714,3203.125,75.6836,63.635724,3.706693,3.969138,4.651734,1619759.7956,-23.9914,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:14:00,2292.8,70.6,120.5,1.987617,9.783041,-1.068638,-0.128061,2.509534,1918.366,1632.5176,114.7461,39.0625,127.215456,3.878943,2.871084,3.17331,2909899.6838,-23.4846,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:18:00,2309.5,69.3,119.1,1.242455,7.344353,-1.024454,-0.078283,3.053492,1945.6964,1644.7574,290.5273,78.125,79.498877,3.718405,3.534352,3.959996,1716343.603,-24.0583,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:22:00,2322.9,71.5,122.7,1.672558,9.440516,-0.535956,0.291681,2.971462,2064.0027,1646.2712,117.1875,39.0625,107.022734,3.79956,3.659556,4.304531,2244545.0136,-24.0346,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:23:00,2330.6,68.2,126.3,1.503856,7.879947,-1.128927,-0.208549,2.667325,2188.9873,1576.765,251.4648,39.0625,96.230234,3.783982,3.028805,3.333342,2458755.361,-24.6416,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:24:00,2341.5,68.5,124.3,1.724938,10.50125,-0.127548,-0.785463,3.401849,2230.6229,1584.4007,117.1875,39.0625,110.371328,3.63192,4.228207,4.948004,2844932.8018,-25.0507,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:25:00,2352.9,69.7,124.3,1.532807,11.061766,-0.937999,0.128971,4.836769,2167.1626,1596.6297,117.1875,39.0625,98.079777,3.509296,5.636912,6.368858,2050404.9674,-24.2592,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:27:00,2377.3,66.5,121.8,0.98757,6.607532,-0.158249,-0.055905,3.541415,2085.2863,1723.1034,4072.2656,80.5664,63.190927,3.653452,4.478961,5.33388,1686185.3898,-24.3073,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:28:00,2368.5,64.7,121.9,1.542053,8.995252,-0.44278,-0.105131,3.118974,1911.5963,1589.5987,124.5117,39.0625,98.685456,3.789317,3.864084,4.548685,2210540.9907,-23.9498,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:30:00,2365.3,67.7,123.2,1.870729,15.089721,-0.37143,0.020164,5.094683,1950.3423,1613.7218,158.6914,39.0625,119.700533,3.463657,6.171113,7.129593,2932191.7806,-24.7794,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:31:00,2365.3,70.0,118.3,1.504165,8.161608,-0.184423,0.451822,2.813144,1985.4884,1619.5699,122.0703,39.0625,96.247603,3.819332,3.577392,4.288935,1884658.6055,-25.1519,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:34:00,2354.7,72.1,116.5,1.422531,7.635666,-0.694625,-0.314022,2.874078,2219.8139,1556.8879,2048.3398,39.0625,91.019927,3.84368,3.429759,3.925609,2885437.9586,-24.9812,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:36:00,2361.8,72.7,121.5,2.294504,15.304746,-0.776075,-0.278166,4.02499,2110.0547,1599.4444,124.5117,39.0625,146.81653,3.609064,4.819942,5.559696,4870644.369,-25.3078,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:38:00,2378.9,69.7,121.8,1.689722,9.98231,-0.325049,-0.540148,3.109667,1988.6583,1580.1891,961.9141,39.0625,108.123473,3.729911,3.84031,4.493826,3574451.0798,-25.5036,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:41:00,2365.1,67.7,125.3,1.65976,9.754967,0.153127,-0.716552,3.348114,2014.1662,1594.6151,195.3125,39.0625,106.211943,3.717175,4.300054,5.191357,2944935.4768,-25.3449,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:42:00,2359.7,65.6,124.2,1.174078,7.36928,0.004744,-0.275965,3.163592,2134.0177,1642.3268,2448.7305,78.125,75.130269,3.710264,4.057823,4.898678,2159396.8452,-26.0776,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:46:00,2371.4,63.4,125.3,1.727488,13.100526,-0.453198,0.21654,4.620703,2061.1126,1636.3488,1242.6758,39.0625,110.544671,3.524975,5.646376,6.58338,3905419.6163,-25.9732,combined_fault,1
CAT-DZ-001,4,2025-01-04 15:47:00,2312.7,61.7,114.8,0.493566,4.726554,-0.0467,-0.656677,5.589641,1904.2197,1624.0164,227.0508,39.0625,31.586514,3.22296,6.836227,7.90509,155416.877,-24.8153,normal,0
CAT-DZ-001,4,2025-01-04 15:49:00,2293.8,59.0,106.2,0.536537,3.734955,-0.19608,-0.18442,4.194975,1722.0103,1642.2502,190.4297,75.6836,34.330054,3.605461,5.324722,6.40177,108741.2222,-22.4008,normal,0
