machine_id,machine_id_encoded,timestamp,operating_speed_rpm,load_percentage,temperature_celsius,rms,peak_to_peak,kurtosis,skewness,crest_factor,spectral_centroid,spectral_bandwidth,spectral_rolloff,dominant_frequency,frequency_rms,entropy,impulse_factor,clearance_factor,band_energy_1_5kHz,snr_estimated,fault_class,is_early_fault,fault_severity
CAT-TB-001,2,2025-01-31 00:55:00,2194.2,36.9,72.5,1.770577,14.150925,-0.948281,-0.220902,6.05659,2182.9139,1583.4966,36.6211,36.6211,113.289719,3.284598,6.888247,7.665754,1372763.8369,-21.3287,combined_fault,0,0.8307
CAT-EX-001,0,2025-01-13 14:11:00,2670.2,25.1,42.3,0.667989,13.783694,8.457682,-1.560426,13.068945,1764.5653,1634.3935,136.7188,43.9453,42.750335,2.201992,17.244834,20.618206,160166.2132,-22.8148,normal,0,0.0
CAT-TB-001,2,2025-01-26 17:38:00,2161.2,55.5,108.8,1.181626,13.066524,0.970262,-0.402917,8.029028,1804.9588,1664.3295,73.2422,36.6211,75.617777,2.917967,9.519504,10.72966,607720.4391,-21.5192,combined_fault,0,0.8148
CAT-EX-002,1,2025-01-14 03:15:00,2256.0,71.8,78.8,0.610241,3.783251,-0.81381,-0.433395,3.232997,1486.2527,1625.2572,112.3047,75.6836,39.046514,3.580411,3.81584,4.304094,56123.183,-18.3729,imbalance_early,1,0.2316
CAT-TB-001,2,2025-01-26 13:08:00,2340.2,74.5,61.3,0.821479,6.919243,-0.70396,-0.102682,6.127707,1896.1802,1622.1152,78.125,78.125,52.562087,3.294152,7.172016,8.097637,112238.0205,-19.1433,misalignment_severe,0,0.7579
CAT-TB-002,3,2025-01-27 16:15:00,1593.0,46.3,93.5,0.491791,5.188413,0.21806,0.553402,6.098327,2048.2465,1738.7787,4069.8242,26.8555,31.466958,3.162283,7.571794,8.804246,560834.2728,-19.1213,combined_fault,0,0.4437
CAT-TB-002,3,2025-01-25 14:53:00,2400.1,60.8,71.7,0.639854,7.478018,1.536787,-0.109276,8.814327,2123.3121,1594.4921,1301.2695,39.0625,40.951134,3.050194,10.979423,12.939238,553772.5988,-27.7329,normal,0,0.0
CAT-EX-001,0,2025-01-13 11:22:00,747.8,76.7,95.6,1.094261,9.544345,0.157094,0.538545,4.572093,1968.9222,1590.7871,75.6836,12.207,70.022297,3.350485,5.88993,7.109554,1301091.1318,-23.3865,combined_fault,0,0.8411
CAT-TB-002,3,2025-01-11 02:55:00,2747.8,38.9,114.1,0.586432,8.356595,0.895283,-0.317708,7.457271,2057.9624,1608.5417,275.8789,46.3867,37.522827,2.863376,9.156849,10.567095,347462.528,-26.792,misalignment_early,1,0.22
CAT-TB-002,3,2025-01-04 15:27:00,587.4,60.8,50.7,0.387025,3.123518,-0.724131,0.273106,4.151233,2020.7736,1513.0079,58.5938,9.7656,24.763841,3.392508,4.948653,5.68062,174926.339,-20.4639,bearing_wear_early,1,0.2903
CAT-EX-001,0,2025-01-14 10:41:00,1082.5,21.0,55.2,0.521417,6.634627,0.583464,0.47011,7.394668,1685.5332,1652.3194,53.7109,17.0898,33.381242,2.814037,9.290088,10.951484,66300.8973,-20.5403,normal,0,0.0
CAT-EX-002,1,2025-01-24 23:51:00,2167.8,37.3,103.5,0.843547,6.123962,-0.703094,-0.057834,4.547838,2140.9657,1595.5087,1425.7812,36.6211,53.973894,3.553125,5.426375,6.220008,996471.5724,-27.9382,misalignment_early,1,0.3176
CAT-TB-002,3,2025-01-09 02:57:00,1803.4,51.7,65.3,0.841753,12.043581,3.634147,-1.306922,10.609996,1832.3276,1637.4894,119.6289,29.2969,53.86176,2.634998,14.745697,18.819399,331218.0511,-23.2092,misalignment_severe,0,0.7405
CAT-TB-001,2,2025-01-28 15:54:00,888.6,21.7,56.6,1.083359,7.905377,-1.092361,-0.055175,4.084034,1949.8431,1633.8898,14.6484,14.6484,69.318069,3.242765,4.72795,5.316267,186884.8438,-18.5722,imbalance_severe,0,0.642
CAT-TB-001,2,2025-01-30 05:25:00,1427.0,74.0,54.8,0.261281,2.643519,-0.237453,0.186208,5.594907,1666.2867,1644.1908,95.2148,24.4141,16.719733,3.126528,6.696567,7.546622,17765.784,-20.6772,normal,0,0.0
CAT-EX-001,0,2025-01-03 14:49:00,2796.3,67.8,102.2,0.574099,4.739569,-0.689345,0.433547,4.222613,1592.0618,1622.2719,139.1602,46.3867,36.733406,3.241767,5.071481,5.860056,46692.7901,-18.5053,normal,0,0.0
CAT-EX-002,1,2025-01-31 04:28:00,1116.5,73.6,62.6,0.966207,9.296813,0.174953,-0.59114,5.095988,1912.3594,1513.8502,2629.3945,19.5312,61.882365,3.226022,6.266215,7.217722,2618572.1926,-19.4302,bearing_wear_severe,0,0.7172
CAT-TB-002,3,2025-01-26 12:02:00,2312.8,87.5,73.8,0.384686,5.107667,0.125455,-0.307703,6.890655,1807.2028,1644.8598,114.7461,39.0625,24.618342,2.871539,8.430074,9.885979,47414.6672,-21.9818,normal,0,0.0
CAT-EX-002,1,2025-01-26 19:48:00,2041.5,96.7,62.8,0.631309,5.698125,0.646769,-0.101031,6.002582,2410.1475,1823.4008,4655.7617,68.3594,40.393967,3.347295,7.779331,9.457141,1197559.4453,-20.5204,bearing_wear_early,1,0.3469
CAT-EX-002,1,2025-01-23 12:50:00,2962.9,66.1,76.9,2.066782,15.214817,-0.643996,0.36412,3.91763,2190.0589,1560.6768,1530.7617,48.8281,132.257608,3.516065,4.675834,5.340542,6116872.5438,-27.6646,combined_fault,0,0.8717
CAT-TB-002,3,2025-01-18 04:10:00,2101.2,78.4,42.9,0.46348,5.548422,0.703531,-0.348105,7.591254,1682.1797,1638.7241,139.1602,34.1797,29.655679,2.925106,9.795423,11.813476,61785.9176,-21.1705,normal,0,0.0
CAT-EX-001,0,2025-01-06 15:20:00,569.2,35.4,66.2,0.398683,3.68356,-0.16716,-0.381937,6.815722,2099.7907,1597.8112,58.5938,19.5312,25.523648,3.298419,8.222822,9.48999,156992.8805,-26.4629,normal,0,0.0
CAT-TB-001,2,2025-01-16 04:07:00,407.8,68.6,42.7,0.896097,6.970742,-0.328714,-0.651643,4.689732,1707.8158,1666.5385,19.5312,14.6484,57.342623,3.308974,5.75938,6.769554,136609.3024,-19.0408,misalignment_severe,0,0.9041
CAT-TB-001,2,2025-01-19 01:17:00,1323.9,43.4,114.3,0.348087,2.702186,-0.338981,0.616004,4.968275,2007.2454,1631.435,87.8906,21.9727,22.272841,3.372404,5.898334,6.613773,57786.2585,-23.0893,normal,0,0.0
CAT-EX-001,0,2025-01-20 08:33:00,2984.1,23.9,108.0,0.43276,2.122238,-0.651283,-0.622502,2.699019,1516.693,1621.2318,148.9258,48.8281,27.69445,3.66237,3.400636,4.123198,29713.9061,-18.6639,misalignment_early,1,0.115
CAT-EX-002,1,2025-01-06 09:55:00,1606.9,48.0,58.8,0.959045,11.076537,-0.464499,-0.121613,6.18226,1881.9851,1635.9555,53.7109,26.8555,61.364331,2.884396,7.383022,8.477291,145081.9399,-19.0443,misalignment_severe,0,0.6587
CAT-EX-002,1,2025-01-15 20:01:00,1937.1,37.1,63.9,0.786285,7.378213,-0.288082,-0.40667,6.314772,2093.2488,1607.6504,383.3008,31.7383,50.312501,3.241537,7.628941,8.794718,671927.3962,-26.9627,misalignment_early,1,0.0853
CAT-TB-001,2,2025-01-06 04:06:00,1913.9,44.3,99.5,0.507726,4.16812,-0.827174,0.68591,4.224332,1795.0625,1632.0099,63.4766,31.7383,32.486793,3.1015,4.960268,5.586557,49388.5338,-19.4392,imbalance_early,1,0.156
CAT-TB-002,3,2025-01-06 19:47:00,2499.8,55.8,73.7,0.889064,6.406598,-0.619526,-0.059941,3.918849,1626.9804,1640.4307,124.5117,83.0078,56.886557,3.448434,4.70585,5.352573,100335.8511,-17.87,misalignment_severe,0,0.7306
CAT-EX-002,1,2025-01-27 17:04:00,1682.3,36.2,82.9,0.383813,1.91204,-0.710316,-0.207745,2.842122,1523.0308,1627.0066,131.8359,83.0078,24.55888,3.903428,3.438233,4.002022,29753.2743,-19.5675,misalignment_early,1,0.1236
CAT-TB-002,3,2025-01-10 11:56:00,2822.1,63.2,57.9,0.358496,4.373237,0.304942,-0.282286,6.292497,1756.2602,1629.9109,141.6016,46.3867,22.939588,2.977004,7.932048,9.475834,49550.3409,-22.5979,normal,0,0.0
CAT-TB-002,3,2025-01-10 14:26:00,1575.6,52.3,92.3,0.417676,3.504084,-0.104169,0.577429,5.250845,1452.6355,1617.3264,129.3945,26.8555,26.729547,3.317633,6.58891,7.830163,24365.0905,-18.4773,misalignment_early,1,0.3142
CAT-DZ-001,4,2025-01-18 18:52:00,3101.9,36.2,61.8,0.88637,6.545484,0.047381,0.246408,3.827602,2196.3262,1559.8213,3347.168,51.2695,56.717223,3.561139,4.824606,5.721234,3654550.8953,-23.0279,bearing_wear_severe,0,0.9131
CAT-EX-001,0,2025-01-31 09:12:00,2094.6,29.0,107.7,1.076676,8.933359,-0.154307,-0.506978,4.920707,1364.3504,1599.2266,104.9805,34.1797,68.894663,3.264334,6.225936,7.406893,124745.5401,-17.6518,misalignment_severe,0,0.5955
CAT-EX-001,0,2025-01-15 05:32:00,2481.3,76.8,118.1,2.413256,13.910263,-1.313385,0.241484,3.397543,1993.0033,1630.5759,41.5039,41.5039,154.410991,3.563726,3.843675,4.26036,1025098.9905,-19.0149,imbalance_severe,0,0.7761
CAT-DZ-001,4,2025-01-21 21:42:00,2771.6,22.5,111.0,1.134639,12.318513,0.058815,0.05614,5.532599,2352.0512,1524.731,3083.4961,46.3867,72.600715,3.176374,6.793586,7.910382,3286028.0298,-30.3487,imbalance_early,1,0.1631
CAT-EX-001,0,2025-01-29 22:41:00,1150.7,76.4,42.9,0.764903,5.898885,-1.0092,-0.127185,5.134705,1883.6439,1641.9448,56.1523,19.5312,48.945661,3.30228,5.752066,6.239867,183285.7729,-21.5744,normal,0,0.0
CAT-TB-002,3,2025-01-06 00:55:00,1818.9,71.1,84.7,0.609591,3.749985,-0.785343,0.325625,3.451244,2009.35,1613.6247,151.3672,29.2969,39.005835,3.680581,4.046231,4.543575,333159.1451,-26.054,normal,0,0.0
CAT-EX-001,0,2025-01-13 14:24:00,1974.0,48.6,108.5,0.528593,4.25655,-0.567264,0.587216,5.383075,1387.6613,1598.6335,100.0977,31.7383,33.826092,3.27558,6.288601,6.986554,32178.735,-17.8605,normal,0,0.0
CAT-TB-002,3,2025-01-14 22:24:00,2820.4,81.9,67.1,1.18558,11.010363,-0.999808,0.184541,5.154703,1820.3831,1768.124,92.7734,46.3867,75.860715,3.204843,5.826644,6.381478,834578.6121,-18.6716,combined_fault,0,0.7378
CAT-DZ-001,4,2025-01-13 20:29:00,964.7,34.5,64.2,0.849927,4.814767,-0.762366,0.620678,3.247141,2109.3886,1623.037,100.0977,17.0898,54.429271,3.632469,3.890768,4.453738,735171.7406,-26.4421,normal,0,0.0
CAT-EX-002,1,2025-01-22 16:07:00,1159.3,61.8,46.2,0.897238,8.468437,-0.026924,-0.16196,5.275896,2010.3727,1455.1756,2104.4922,19.5312,57.409797,3.2997,6.454026,7.405106,3599151.9519,-20.13,bearing_wear_severe,0,0.9714
CAT-EX-001,0,2025-01-20 17:40:00,2502.0,43.8,54.9,0.652127,4.05738,-0.748584,0.221377,3.598381,1847.8131,1612.6778,129.3945,41.5039,41.726398,3.642517,4.235978,4.784764,154476.0443,-22.2018,normal,0,0.0
CAT-EX-001,0,2025-01-07 16:46:00,2921.7,41.8,107.7,0.583685,11.954087,4.741305,0.535115,10.416316,1967.6215,1602.4197,190.4297,48.8281,37.34718,2.369517,13.203972,15.69877,140076.7575,-23.0487,normal,0,0.0
CAT-TB-002,3,2025-01-22 06:41:00,2296.9,41.4,109.2,1.824662,20.715651,-0.73526,0.212556,5.790855,1608.3011,1613.8318,39.0625,39.0625,116.763812,2.877898,6.74472,7.683635,542745.9782,-19.1284,imbalance_severe,0,0.6033
CAT-DZ-001,4,2025-01-05 08:35:00,2364.8,48.2,106.9,1.144062,9.387547,-0.911574,-0.088899,4.937264,2084.4303,1585.7981,100.0977,39.0625,73.2056,3.353404,5.64355,6.235687,961762.01,-25.1979,imbalance_early,1,0.2594
CAT-EX-002,1,2025-01-28 23:41:00,2407.8,86.6,76.0,0.581701,5.738791,0.074546,-0.400157,6.798502,1884.4401,1633.2137,161.1328,39.0625,37.229792,3.199858,8.285095,9.633624,230163.7077,-23.3665,bearing_wear_early,1,0.1495
CAT-TB-002,3,2025-01-30 00:09:00,1534.1,76.2,114.6,1.294506,10.803184,-0.620921,-0.341679,4.722377,2123.7125,1768.673,4069.8242,24.4141,82.853392,3.383416,5.595895,6.340552,2604594.9402,-22.836,combined_fault,0,0.9668
CAT-TB-002,3,2025-01-27 19:32:00,1092.1,53.7,102.1,0.73368,5.28606,-0.536496,0.095912,4.634305,2225.4286,1772.7571,4738.7695,17.0898,46.946932,3.572459,5.561492,6.363644,1666227.511,-23.6167,bearing_wear_severe,0,0.8442
CAT-EX-002,1,2025-01-26 07:19:00,1980.2,32.9,53.5,0.530808,5.045765,-0.89461,0.335778,5.161988,1571.794,1619.9592,131.8359,65.918,33.969095,3.151129,6.054156,6.899816,63556.4707,-20.1965,normal,0,0.0
CAT-EX-002,1,2025-01-14 20:09:00,1849.3,71.3,117.3,0.713538,7.097627,-1.067373,-0.054253,5.417456,1737.4112,1649.6336,92.7734,31.7383,45.671383,3.075178,6.033547,6.516356,187383.4438,-20.5884,bearing_wear_early,1,0.0947
CAT-EX-001,0,2025-01-22 13:12:00,2340.3,50.0,90.3,0.721724,8.65532,-0.675831,0.044105,6.748512,2252.4002,1556.5202,156.25,39.0625,46.180538,2.906904,7.533673,8.153286,447050.2948,-25.5353,normal,0,0.0
CAT-TB-001,2,2025-01-16 09:29:00,2258.8,59.1,41.6,2.003322,23.175104,-0.443992,-0.59768,7.041086,1669.4405,1623.8784,48.8281,36.6211,128.215547,2.753791,8.00332,8.797277,1194656.6395,-19.793,combined_fault,0,0.7817
CAT-EX-002,1,2025-01-03 15:25:00,2441.9,82.4,90.5,0.488597,4.047317,-0.260338,-0.61031,4.889422,1989.2889,1605.4545,244.1406,41.5039,31.264731,3.367668,5.943591,6.857969,225729.5972,-26.3291,misalignment_early,1,0.0801
CAT-DZ-001,4,2025-01-03 08:20:00,1068.8,68.9,102.4,0.958748,8.529553,-0.502171,-0.496915,4.80969,1802.4679,1639.4402,53.7109,17.0898,61.351203,3.230108,5.84981,6.819083,333171.1184,-22.2379,imbalance_early,1,0.1738
CAT-TB-001,2,2025-01-08 12:35:00,1128.6,45.2,79.7,0.326087,3.28425,-0.217861,-0.090598,7.510014,1775.559,1649.3361,83.0078,19.5312,20.871857,3.079992,8.828014,10.026812,41934.0196,-22.6765,normal,0,0.0
CAT-EX-002,1,2025-01-13 23:50:00,2265.9,56.7,57.9,0.653397,9.244464,1.881054,0.000173,9.923501,1874.732,1639.0801,151.3672,36.6211,41.808291,2.78521,11.832341,13.361948,260975.9094,-24.4238,normal,0,0.0
CAT-EX-002,1,2025-01-23 12:02:00,2304.4,21.1,92.0,0.358925,2.507144,-0.145625,-0.819105,5.000231,1529.4749,1626.6396,114.7461,39.0625,22.969407,3.421056,6.201119,7.279385,26396.5939,-19.9878,normal,0,0.0
CAT-TB-001,2,2025-01-07 11:37:00,2103.2,77.5,55.5,0.652155,3.184659,-0.992857,0.177728,2.601882,1422.3554,1581.5157,141.6016,70.8008,41.729043,3.904196,3.028931,3.409517,436401.5589,-11.59,combined_fault,0,0.6249
CAT-TB-001,2,2025-01-05 20:59:00,2471.6,45.1,119.8,0.479506,2.191016,-1.153967,0.245192,2.294786,1854.1252,1764.9519,166.0156,41.5039,30.681433,3.908146,2.605187,2.862884,219765.1805,-17.0484,bearing_wear_early,1,0.2241
CAT-TB-001,2,2025-01-30 07:15:00,925.5,93.0,71.9,0.660943,6.248764,0.498699,-0.601234,7.183921,1730.3195,1531.9893,2312.0117,14.6484,42.328086,3.277062,9.125835,10.856003,1156271.0802,-17.864,combined_fault,0,0.4738
CAT-EX-001,0,2025-01-25 15:15:00,1014.2,80.4,73.1,0.665058,5.155881,-0.202898,0.416485,4.092623,2226.2681,1557.8077,1953.125,17.0898,42.559883,3.484235,5.009229,5.798214,745524.5316,-28.6232,normal,0,0.0
CAT-EX-001,0,2025-01-13 12:45:00,629.3,34.6,43.4,0.520013,4.28651,-0.9999,0.385421,4.458738,1520.5088,1635.3448,41.5039,9.7656,33.273188,3.183315,5.292934,6.16158,42377.3811,-18.9588,misalignment_early,1,0.1543
CAT-EX-002,1,2025-01-26 15:58:00,1483.7,41.7,57.1,0.461069,4.436302,0.408206,-0.466714,6.796532,2231.5609,1549.082,2607.4219,48.8281,29.503999,3.281053,8.382506,9.740418,463853.4116,-29.6128,normal,0,0.0
CAT-DZ-001,4,2025-01-21 08:09:00,1751.8,48.8,71.2,0.600882,4.233667,-0.381699,-0.199461,4.063854,1861.4775,1632.7426,117.1875,29.2969,38.44728,3.500386,5.116516,6.140602,76430.542,-20.0088,misalignment_early,1,0.2658
CAT-EX-002,1,2025-01-15 16:21:00,2811.4,91.7,89.7,0.543269,3.782743,0.304201,0.360211,3.546281,2187.8555,1560.194,2502.4414,46.3867,34.761218,3.600134,4.615653,5.606784,599190.0449,-29.5534,imbalance_early,1,0.1046
CAT-TB-001,2,2025-01-04 18:35:00,2439.5,34.6,77.9,0.375802,2.740938,-0.430837,0.57643,3.740024,1562.2447,1628.2677,85.4492,80.5664,24.046358,3.273624,4.776583,5.895823,27609.6676,-19.6022,normal,0,0.0
CAT-EX-002,1,2025-01-27 09:12:00,3017.3,33.0,114.5,0.591415,4.586286,0.076212,-0.30207,4.645787,1990.0463,1603.0174,302.7344,51.2695,37.843801,3.488271,5.98705,7.258871,359559.3517,-26.7995,misalignment_early,1,0.1312
CAT-DZ-001,4,2025-01-31 14:13:00,672.5,47.3,110.8,0.715628,6.144751,0.049731,0.379832,4.942503,1533.6926,1632.7993,43.9453,12.207,45.806299,3.210151,6.517196,8.15295,90886.6082,-19.3614,normal,0,0.0
CAT-DZ-001,4,2025-01-11 22:17:00,1585.7,37.9,68.2,1.741231,14.637655,-0.977273,0.220944,4.552699,2176.6362,1590.3869,97.6562,26.8555,111.426324,3.324784,5.210782,5.768035,2732028.1161,-25.9978,imbalance_severe,0,0.9346
CAT-EX-001,0,2025-01-19 09:27:00,2608.3,49.0,57.7,0.805947,8.582949,0.667748,0.131929,8.219389,1751.5354,1634.216,134.2773,43.9453,51.573349,2.921516,9.446967,10.549581,193042.8019,-21.8032,misalignment_severe,0,0.5905
CAT-TB-001,2,2025-01-29 01:46:00,2776.0,45.3,62.9,0.609698,3.512542,-1.184847,0.201991,3.052801,1662.7562,1615.8919,134.2773,46.3867,39.011967,3.595987,3.416817,3.689502,41442.7194,-17.1682,normal,0,0.0
CAT-EX-001,0,2025-01-24 09:44:00,2167.9,71.9,86.5,2.470335,21.847589,-0.905953,0.196978,4.928055,1935.8989,1636.1285,39.0625,36.6211,158.085306,3.279784,5.777983,6.576163,4219769.7882,-20.5263,combined_fault,0,0.7888
CAT-TB-001,2,2025-01-21 07:18:00,554.0,88.9,45.4,0.629286,5.685378,-0.911258,0.503956,4.856556,1433.1074,1616.9759,29.2969,9.7656,40.274181,2.979359,5.512658,6.002768,46980.3081,-17.9784,misalignment_early,1,0.1423
CAT-EX-002,1,2025-01-07 10:49:00,765.1,97.7,107.2,1.047491,9.245531,0.298539,-0.095845,5.654011,2371.3306,1511.1544,3503.418,3464.3555,67.025626,3.391623,7.213311,8.629934,6108573.9982,-29.6537,bearing_wear_severe,0,0.6969
CAT-EX-002,1,2025-01-12 03:58:00,1272.9,65.6,87.5,1.15638,9.903217,-0.593936,-0.019673,6.134815,1580.8925,1647.6158,63.4766,41.5039,73.990778,3.321524,7.356719,8.482183,247526.8591,-19.4158,misalignment_severe,0,0.775
CAT-TB-001,2,2025-01-15 19:37:00,548.8,56.5,115.7,0.582109,4.494779,-0.748354,-0.099622,4.851613,2024.7265,1771.5631,4035.6445,9.7656,37.268226,3.464408,5.795999,6.683488,673888.2104,-18.6461,bearing_wear_early,1,0.3481
CAT-TB-001,2,2025-01-11 01:39:00,1249.7,85.2,61.2,0.310298,1.897485,-0.120903,0.129378,3.115978,1838.3203,1570.2456,2976.0742,41.5039,19.860129,3.750082,3.867385,4.505562,294457.9028,-17.6236,bearing_wear_early,1,0.2306
CAT-TB-001,2,2025-01-12 11:18:00,2715.6,49.4,40.2,0.738192,4.190706,0.013632,-0.199241,3.146434,2180.758,1566.3705,3298.3398,3295.8984,47.23321,3.807211,4.022286,4.852079,3142697.1048,-15.3996,bearing_wear_severe,0,0.6788
CAT-TB-001,2,2025-01-15 04:32:00,1996.1,71.1,115.7,0.691736,5.682199,-0.131982,0.4553,4.263841,1338.5863,1594.7112,68.3594,65.918,44.270397,3.18845,5.651959,7.138367,45505.0558,-16.6223,misalignment_severe,0,0.6551
CAT-TB-002,3,2025-01-06 01:12:00,2570.3,39.5,83.0,0.51731,3.262688,-1.1056,0.028289,4.36522,1543.8134,1628.0364,85.4492,43.9453,33.111192,3.369566,5.018018,5.559541,46018.7262,-19.3233,normal,0,0.0
CAT-DZ-001,4,2025-01-14 08:46:00,1759.7,31.0,57.4,1.094431,6.349398,-0.539287,-0.100235,2.926328,2327.4777,1524.0264,2670.8984,29.2969,70.037955,3.798705,3.54411,4.100287,2613643.786,-29.9559,normal,0,0.0
CAT-DZ-001,4,2025-01-10 04:06:00,2466.0,44.2,95.9,0.953822,6.132977,0.116439,0.425602,3.334659,2241.1173,1542.3982,2895.5078,83.0078,61.032413,3.686839,4.228743,5.037195,2200447.1269,-30.3659,misalignment_severe,0,0.6163
CAT-TB-002,3,2025-01-22 19:00:00,2490.7,82.7,57.4,0.363963,3.174373,0.268062,-0.358334,5.468787,2272.6596,1538.6664,1464.8438,83.0078,23.288055,3.377845,6.99967,8.397252,189612.0696,-28.0972,normal,0,0.0
CAT-DZ-001,4,2025-01-22 12:27:00,2560.4,86.3,44.8,0.849025,4.036986,-1.228324,0.156678,2.694633,1444.1324,1592.6072,85.4492,41.5039,54.324739,3.839707,3.086368,3.461383,96003.3731,-18.2513,normal,0,0.0
CAT-DZ-001,4,2025-01-31 16:06:00,1649.4,72.1,84.0,0.754076,5.901461,-0.239113,-0.143508,4.389046,2260.374,1570.1354,2990.7227,26.8555,48.262934,3.50665,5.422331,6.356147,1383655.7955,-30.3939,normal,0,0.0
CAT-TB-002,3,2025-01-19 10:10:00,2409.7,99.2,47.5,0.493126,5.212753,-0.156966,0.547419,5.918021,1594.1661,1626.6551,124.5117,80.5664,31.559314,2.997116,7.19253,8.400802,60726.2063,-20.7539,misalignment_early,1,0.1996
CAT-TB-002,3,2025-01-07 18:15:00,2338.9,58.1,83.6,0.304037,3.320876,0.051659,0.168119,7.018874,1768.1166,1622.2599,195.3125,39.0625,19.453716,3.102276,8.551748,9.857957,20813.0536,-20.193,normal,0,0.0
CAT-DZ-001,4,2025-01-14 14:39:00,2617.4,23.6,84.2,0.870114,3.772952,-0.511827,0.559801,2.509868,1128.8972,1482.5532,175.7812,87.8906,55.677678,3.961606,2.985791,3.371288,50562.3268,-15.2974,misalignment_severe,0,0.9881
CAT-EX-001,0,2025-01-14 13:03:00,2316.5,52.0,58.2,0.336159,5.561514,1.247053,0.059056,8.711699,1795.3135,1605.3759,192.8711,78.125,21.508997,2.679522,10.341224,11.792341,75576.063,-22.4997,bearing_wear_early,1,0.1392
CAT-TB-001,2,2025-01-31 09:55:00,1452.2,97.8,67.1,0.821499,6.828818,0.056243,-0.04785,5.014578,2494.8686,1510.4575,3645.0195,3640.1367,52.565102,3.451223,6.298519,7.438665,4024516.0969,-24.622,bearing_wear_severe,0,0.9059
CAT-TB-002,3,2025-01-20 09:09:00,1325.3,33.7,94.1,0.661583,8.227785,0.473431,-0.230403,7.754753,1973.6258,1629.5605,43.9453,21.9727,42.33111,2.940931,9.741643,11.747448,126703.3943,-21.0697,imbalance_early,1,0.2695
CAT-EX-002,1,2025-01-04 09:57:00,914.5,84.6,51.3,0.738981,9.20505,-0.011233,-0.039304,7.897813,2099.6994,1603.892,92.7734,14.6484,47.290388,2.975758,9.209134,10.308026,530425.8682,-26.3276,misalignment_early,1,0.1997
CAT-TB-001,2,2025-01-27 20:51:00,1055.8,41.6,43.1,0.465495,4.338281,0.146588,-0.01497,7.203497,1646.0032,1653.8856,53.7109,34.1797,29.800768,3.161775,9.332021,11.505639,49238.7443,-20.6156,misalignment_early,1,0.2006
CAT-EX-001,0,2025-01-22 12:51:00,2678.5,20.3,46.6,1.308202,7.797769,-0.973806,0.174015,3.115468,1897.2613,1633.6353,90.332,43.9453,83.707872,3.690676,3.6788,4.205122,810075.3459,-23.4179,imbalance_severe,0,0.5794
CAT-EX-001,0,2025-01-03 06:07:00,1987.6,87.6,51.6,0.750755,5.915054,-0.23372,0.440963,4.4625,1527.6804,1610.7024,100.0977,65.918,48.036919,3.374107,5.579277,6.62088,97405.0138,-19.5496,misalignment_severe,0,0.5855
CAT-TB-001,2,2025-01-07 07:18:00,1053.1,20.9,117.1,0.405991,3.520069,-0.986395,-0.093281,5.149148,1991.0183,1633.245,70.8008,17.0898,25.980242,3.307582,5.884451,6.520322,98776.7409,-24.3051,normal,0,0.0
CAT-EX-002,1,2025-01-28 16:38:00,2978.4,57.9,65.0,0.926799,6.860737,-0.468223,0.041531,4.043839,2217.8772,1552.785,2416.9922,48.8281,59.317092,3.5583,4.909923,5.681004,2131785.8526,-29.1993,combined_fault,0,0.8788
CAT-DZ-001,4,2025-01-30 14:57:00,1928.1,61.1,73.4,0.773021,5.063664,0.263707,0.692425,3.501803,2191.4533,1557.9702,2487.793,31.7383,49.465491,3.628531,4.47164,5.344317,1200164.7043,-29.4416,normal,0,0.0
CAT-DZ-001,4,2025-01-21 01:01:00,1632.8,61.4,78.4,1.010845,10.168749,-0.052243,-0.47713,5.086018,2161.1403,1560.6084,2519.5312,26.8555,64.678378,3.215734,6.280276,7.329968,2143642.766,-26.3902,bearing_wear_severe,0,0.8301
CAT-TB-002,3,2025-01-28 05:37:00,2399.1,67.0,47.7,0.598131,6.389998,-0.395294,-0.273855,7.063059,1523.6449,1630.3388,119.6289,39.0625,38.277078,2.987676,8.3216,9.409389,60028.0124,-19.0627,misalignment_early,1,0.3387
CAT-TB-002,3,2025-01-30 04:13:00,2405.2,43.8,52.1,0.575832,5.20764,0.190513,0.348154,7.04008,1841.4272,1631.5142,80.5664,39.0625,36.844706,3.209432,8.321916,9.431611,136031.9434,-22.8571,normal,0,0.0
CAT-DZ-001,4,2025-01-25 19:48:00,968.9,20.1,101.2,0.855136,8.435084,-0.190303,0.157906,6.129248,2066.2578,1627.8476,437.0117,17.0898,54.752244,3.261067,7.570051,8.91931,823307.7385,-26.2889,bearing_wear_early,1,0.2338
CAT-EX-002,1,2025-01-03 18:30:00,933.7,64.3,70.2,0.449893,3.22159,0.952553,1.291856,5.096161,1614.9415,1659.2676,34.1797,31.7383,28.796759,3.281358,6.794173,8.353278,35105.4502,-18.8605,normal,0,0.0
CAT-DZ-001,4,2025-01-26 17:29:00,1373.7,90.9,41.6,0.897258,7.701393,-0.504467,-0.496794,4.787648,2044.1527,1618.4279,85.4492,21.9727,57.445573,3.32862,5.797211,6.740482,683512.4172,-25.1724,bearing_wear_early,1,0.1997
CAT-EX-001,0,2025-01-06 01:35:00,1493.1,91.8,77.4,0.784836,5.380371,0.462395,1.124589,4.040311,1826.9028,1644.5718,75.6836,24.4141,50.220513,3.390754,5.219702,6.247848,254616.3427,-22.7103,misalignment_early,1,0.2287
